DISTRICT,SchoolName,district_schoolname,tested or not?,not found in testing data list,count of schools
Bishop Unified,Bishop Union Elementary Community Day II,Bishop Unified_Bishop Union Elementary Community Day II,tested,FALSE,1
Bishop Unified,Bishop Union High,Bishop Unified_Bishop Union High,tested,FALSE,1
Bishop Unified,Home Street Middle,Bishop Unified_Home Street Middle,tested,FALSE,1
Inyo County Office of Education,Jill Kinmont Boothe,Inyo County Office of Education_Jill Kinmont Boothe,tested,FALSE,1
Big Pine Unified,Big Pine High,Big Pine Unified_Big Pine High,tested,FALSE,1
Big Pine Unified,Big Pine Elementary,Big Pine Unified_Big Pine Elementary,tested,FALSE,1
Owens Valley Unified,Owens Valley Elementary,Owens Valley Unified_Owens Valley Elementary,tested,FALSE,1
Owens Valley Unified,Owens Valley High,Owens Valley Unified_Owens Valley High,tested,FALSE,1
Lone Pine Unified,Lo-Inyo Elementary,Lone Pine Unified_Lo-Inyo Elementary,tested,FALSE,1
Lone Pine Unified,Lone Pine High,Lone Pine Unified_Lone Pine High,tested,FALSE,1
Kern High,Arvin High,Kern High_Arvin High,tested,FALSE,2
Muroc Joint Unified,Boron Junior-Senior High,Muroc Joint Unified_Boron Junior-Senior High,tested,FALSE,1
Kern High,Bakersfield High,Kern High_Bakersfield High,tested,FALSE,1
Kern High,West High,Kern High_West High,tested,FALSE,2
Kern High ROC,Kern High ROC,Kern High ROC_Kern High ROC,tested,FALSE,1
Kern High,Tierra Del Sol Continuation High,Kern High_Tierra Del Sol Continuation High,tested,FALSE,1
Kern High,Highland High,Kern High_Highland High,tested,FALSE,2
Kern High,East Bakersfield High,Kern High_East Bakersfield High,tested,FALSE,1
Kern High,Vista Continuation High,Kern High_Vista Continuation High,tested,FALSE,1
Kern High ,ROC-Alternative Education-Bakersfield Adult School,Kern High_ROC-Alternative Education-Bakersfield Adult School,tested,FALSE,1
Kern High,South High,Kern High_South High,tested,FALSE,2
Bakersfield City,Bessie E. Owens Intermediate,Bakersfield City_Bessie E. Owens Intermediate,tested,FALSE,1
Bakersfield City,Bessie E. Owens Primary,Bakersfield City_Bessie E. Owens Primary,tested,FALSE,1
Bakersfield City,Caroline Harris Elementary,Bakersfield City_Caroline Harris Elementary,tested,FALSE,1
Bakersfield City,Casa Loma Elementary,Bakersfield City_Casa Loma Elementary,tested,FALSE,1
Bakersfield City,Cesar E. Chavez Elementary,Bakersfield City_Cesar E. Chavez Elementary,tested,FALSE,4
Bakersfield City,Chipman Junior High,Bakersfield City_Chipman Junior High,tested,FALSE,1
Bakersfield City,College Heights Elementary,Bakersfield City_College Heights Elementary,tested,FALSE,1
Bakersfield City,Colonel Howard Nichols Elementary,Bakersfield City_Colonel Howard Nichols Elementary,tested,FALSE,1
Bakersfield City,Compton Junior High,Bakersfield City_Compton Junior High,tested,FALSE,1
Bakersfield City,Curran Middle,Bakersfield City_Curran Middle,tested,FALSE,1
Bakersfield City,Downtown Elementary,Bakersfield City_Downtown Elementary,tested,FALSE,1
Bakersfield City,Dr. Douglas K. Fletcher Elementary,Bakersfield City_Dr. Douglas K. Fletcher Elementary,tested,FALSE,1
Bakersfield City,Dr. Juliet Thorner Elementary,Bakersfield City_Dr. Juliet Thorner Elementary,tested,FALSE,1
Bakersfield City,Emerson Middle,Bakersfield City_Emerson Middle,tested,FALSE,1
Bakersfield City,Frank West Elementary,Bakersfield City_Frank West Elementary,tested,FALSE,1
Bakersfield City,Harding Elementary,Bakersfield City_Harding Elementary,tested,FALSE,3
Bakersfield City,Henry Eissler Elementary,Bakersfield City_Henry Eissler Elementary,tested,FALSE,1
Bakersfield City,Leo G. Pauly Elementary,Bakersfield City_Leo G. Pauly Elementary,tested,FALSE,1
Bakersfield City,Mt. Vernon Elementary,Bakersfield City_Mt. Vernon Elementary,tested,FALSE,3
Bakersfield City,Munsey Elementary,Bakersfield City_Munsey Elementary,tested,FALSE,1
Bakersfield City,Myra A. Noble Elementary,Bakersfield City_Myra A. Noble Elementary,tested,FALSE,1
Bakersfield City,Paul L. Cato Middle,Bakersfield City_Paul L. Cato Middle,tested,FALSE,1
Bakersfield City,Rafer Johnson,Bakersfield City_Rafer Johnson,tested,FALSE,1
Bakersfield City,Ramon Garza Elementary,Bakersfield City_Ramon Garza Elementary,tested,FALSE,1
Bakersfield City,Sierra Middle,Bakersfield City_Sierra Middle,tested,FALSE,3
Bakersfield City,Stella I. Hills Elementary,Bakersfield City_Stella I. Hills Elementary,tested,FALSE,1
Bakersfield City,Washington Middle,Bakersfield City_Washington Middle,tested,FALSE,5
Bakersfield City,Wayside Elementary,Bakersfield City_Wayside Elementary,tested,FALSE,1
Bakersfield City,William Penn Elementary,Bakersfield City_William Penn Elementary,tested,FALSE,1
Bakersfield City,Williams Elementary,Bakersfield City_Williams Elementary,tested,FALSE,3
Fairfax Elementary,Virginia Avenue Elementary,Fairfax Elementary_Virginia Avenue Elementary,tested,FALSE,1
Panama-Buena Vista Union,Berkshire Elementary,Panama-Buena Vista Union_Berkshire Elementary,tested,FALSE,1
Panama-Buena Vista Union,Roy W. Loudon Elementary,Panama-Buena Vista Union_Roy W. Loudon Elementary,tested,FALSE,1
Panama-Buena Vista Union,Panama Elementary,Panama-Buena Vista Union_Panama Elementary,tested,FALSE,1
Panama-Buena Vista Union,Louise Sandrini Elementary,Panama-Buena Vista Union_Louise Sandrini Elementary,tested,FALSE,1
Panama-Buena Vista Union,Amy B. Seibert Elementary,Panama-Buena Vista Union_Amy B. Seibert Elementary,tested,FALSE,1
Panama-Buena Vista Union,Stine Elementary,Panama-Buena Vista Union_Stine Elementary,tested,FALSE,1
Panama-Buena Vista Union,Stonecreek Junior High,Panama-Buena Vista Union_Stonecreek Junior High,tested,FALSE,1
Panama-Buena Vista Union,Fred L. Thompson Junior High,Panama-Buena Vista Union_Fred L. Thompson Junior High,tested,FALSE,1
Kern County Superintendent of Schools Office,Auburn Community School,Kern County Superintendent of Schools Office_Auburn Community School,tested,FALSE,1
Kern County Superintendent of Schools Office,Community Learning Center,Kern County Superintendent of Schools Office_Community Learning Center,tested,FALSE,1
Kern County Superintendent of Schools Office,Sandstone Education Center ,Kern County Superintendent of Schools Office_Sandstone Education Center,tested,FALSE,1
Kern County Superintendent of Schools Office,Sillect Community School,Kern County Superintendent of Schools Office_Sillect Community School,tested,FALSE,1
Kern County Office of Education,Valley Oaks Charter,Kern County Office of Education_Valley Oaks Charter,tested,FALSE,1
Kern County Superintendent of Schools Office,Valley Oaks Charter School,Kern County Superintendent of Schools Office_Valley Oaks Charter School,tested,FALSE,1
Greenfield Union,Granite Pointe Elementary,Greenfield Union_Granite Pointe Elementary,tested,FALSE,1
Greenfield Union,Greenfield Community,Greenfield Union_Greenfield Community,tested,FALSE,1
Greenfield Union,Greenfield Middle,Greenfield Union_Greenfield Middle,tested,FALSE,2
Greenfield Union,Planz Elementary,Greenfield Union_Planz Elementary,tested,FALSE,1
Greenfield Union,Plantation Elementary,Greenfield Union_Plantation Elementary,tested,FALSE,1
Greenfield Union,Raffaello Palla Elementary,Greenfield Union_Raffaello Palla Elementary,tested,FALSE,1
Greenfield Union,W. A. Kendrick Elementary,Greenfield Union_W. A. Kendrick Elementary,tested,FALSE,1
General Shafter Elementary,General Shafter Elementary,General Shafter Elementary_General Shafter Elementary,tested,FALSE,1
,Heritage Academy,_Heritage Academy,#N/A,FALSE,1
,Our Lady of Perpetual Help,_Our Lady of Perpetual Help,#N/A,FALSE,1
Kern County Superintendet of Schools,North Kern Community School,Kern County Superintendet of Schools_North Kern Community School,tested,FALSE,1
Delano Union Elementary,Albany Park Elementary,Delano Union Elementary_Albany Park Elementary,tested,FALSE,1
Delano Union Elementary,Almond Tree Middle,Delano Union Elementary_Almond Tree Middle,tested,FALSE,1
Delano Union Elementary,Nueva Vista Language Academy,Delano Union Elementary_Nueva Vista Language Academy,tested,FALSE,1
Delano Union Elementary,Pioneer,Delano Union Elementary_Pioneer,tested,FALSE,1
Delano Union Elementary,Del Vista Math and Science Academy,Delano Union Elementary_Del Vista Math and Science Academy,tested,FALSE,1
Delano Union Elementary,Cecil Avenue Math and Science Academy,Delano Union Elementary_Cecil Avenue Math and Science Academy,tested,FALSE,1
Delano Union Elementary,Princeton Street Elementary,Delano Union Elementary_Princeton Street Elementary,tested,FALSE,1
Delano Union Elementary,Morningside,Delano Union Elementary_Morningside,tested,FALSE,1
Delano Union Elementary,La Vina Middle,Delano Union Elementary_La Vina Middle,tested,FALSE,1
Delano Union Elementary,Harvest Elementary,Delano Union Elementary_Harvest Elementary,tested,FALSE,2
Delano Joint Union High,Cesar E. Chavez High,Delano Joint Union High_Cesar E. Chavez High,tested,FALSE,2
Delano Joint Union High,Robert F. Kennedy High,Delano Joint Union High_Robert F. Kennedy High,tested,FALSE,1
Delano Joint Union High,Delano High,Delano Joint Union High_Delano High,tested,FALSE,1
Delano Joint Union High,Valley High,Delano Joint Union High_Valley High,tested,FALSE,3
Kern County Office of Education,Wonderful College Prep Academy,Kern County Office of Education_Wonderful College Prep Academy,tested,FALSE,2
Kern High,Mira Monte High,Kern High_Mira Monte High,tested,FALSE,1
Kern High,Foothill High,Kern High_Foothill High,tested,FALSE,6
Kern High,Ruggenburg Special Education School  ,Kern High_Ruggenburg Special Education School,tested,FALSE,1
Bakersfield City,Voorhies Elementary,Bakersfield City_Voorhies Elementary,tested,FALSE,1
Bakersfield City,Hort Elementary,Bakersfield City_Hort Elementary,tested,FALSE,1
Bakersfield City,Walter Stiern Middle,Bakersfield City_Walter Stiern Middle,tested,FALSE,1
Bakersfield City,Pioneer Drive Elementary,Bakersfield City_Pioneer Drive Elementary,tested,FALSE,1
Edison Elementary,Orangewood Elementary,Edison Elementary_Orangewood Elementary,tested,FALSE,2
Edison Elementary,Edison Middle,Edison Elementary_Edison Middle,tested,FALSE,1
Fairfax Elementary,Fairfax Jr. High,Fairfax Elementary_Fairfax Jr. High,tested,FALSE,1
Fairfax Elementary,Shirley Lane Elementary,Fairfax Elementary_Shirley Lane Elementary,tested,FALSE,1
Fairfax Elementary,Zephyr Lane Elementary,Fairfax Elementary_Zephyr Lane Elementary,tested,FALSE,1
Kern High,Nueva Continuation High,Kern High_Nueva Continuation High,tested,FALSE,1
Vineland Elementary,Vineland Elementary,Vineland Elementary_Vineland Elementary,tested,FALSE,2
Vineland School District,Sunset Middle School,Vineland School District_Sunset Middle School,tested,FALSE,1
Lamont Elementary,Mountain View Middle,Lamont Elementary_Mountain View Middle,tested,FALSE,4
Lamont Elementary,Alicante Avenue Elementary,Lamont Elementary_Alicante Avenue Elementary,tested,FALSE,1
Lamont Elementary,Myrtle Avenue Elementary,Lamont Elementary_Myrtle Avenue Elementary,tested,FALSE,1
Lamont Elementary,Lamont Elementary,Lamont Elementary_Lamont Elementary,tested,FALSE,1
Mojave Unified,Mojave Jr./Sr. High,Mojave Unified_Mojave Jr./Sr. High,tested,FALSE,1
Mojave Unified,Mojave Elementary,Mojave Unified_Mojave Elementary,tested,FALSE,1
Mojave Unified,Douglas (East Kern Community School),Mojave Unified_Douglas (East Kern Community School),tested,FALSE,1
Beardsley Elementary,North Beardsley Elementary,Beardsley Elementary_North Beardsley Elementary,tested,FALSE,1
Beardsley Elementary,Beardsley Elementary,Beardsley Elementary_Beardsley Elementary,tested,FALSE,1
Beardsley Elementary,Beardsley Junior High,Beardsley Elementary_Beardsley Junior High,tested,FALSE,1
Standard Elementary,Highland Elementary,Standard Elementary_Highland Elementary,tested,FALSE,6
Standard Elementary,Wingland Elementary,Standard Elementary_Wingland Elementary,tested,FALSE,1
Standard Elementary,Standard Elementary,Standard Elementary_Standard Elementary,tested,FALSE,1
Standard Elementary,Standard Middle,Standard Elementary_Standard Middle,tested,FALSE,1
Sierra Sands Unified,Faller Elementary,Sierra Sands Unified_Faller Elementary,tested,FALSE,1
Sierra Sands Unified,Gateway Elementary,Sierra Sands Unified_Gateway Elementary,tested,FALSE,1
Sierra Sands Unified,James Monroe Middle,Sierra Sands Unified_James Monroe Middle,tested,FALSE,1
Sierra Sands Unified,Las Flores Elementary,Sierra Sands Unified_Las Flores Elementary,tested,FALSE,2
Sierra Sands Unified,Mesquite Continuation High,Sierra Sands Unified_Mesquite Continuation High,tested,FALSE,1
Sierra Sands Unified,Pierce Elementary,Sierra Sands Unified_Pierce Elementary,tested,FALSE,1
SBE - Ridgecrest Charter,Ridgecrest Charter,SBE - Ridgecrest Charter_Ridgecrest Charter,tested,FALSE,1
,Opportunities for Learning,_Opportunities for Learning,#N/A,FALSE,1
Southern Kern Unified School District,Ascend Academy,Southern Kern Unified School District_Ascend Academy,tested,FALSE,1
Southern Kern Unified,Rosamond Elementary,Southern Kern Unified_Rosamond Elementary,tested,FALSE,1
Southern Kern Unified,Tropico Middle,Southern Kern Unified_Tropico Middle,tested,FALSE,1
Southern Kern Unified,Westpark Elementary,Southern Kern Unified_Westpark Elementary,tested,FALSE,2
,Free Will Christian Academy,_Free Will Christian Academy,#N/A,FALSE,1
Richland Union Elementary,Golden Oak Elementary,Richland Union Elementary_Golden Oak Elementary,tested,FALSE,2
Richland Union Elementary,Richland Junior High,Richland Union Elementary_Richland Junior High,tested,FALSE,1
Kern High,Shafter High,Kern High_Shafter High,tested,FALSE,1
Tehachapi Unified,Tehachapi High,Tehachapi Unified_Tehachapi High,tested,FALSE,1
Tehachapi Unified,Jacobsen Middle,Tehachapi Unified_Jacobsen Middle,tested,FALSE,1
Tehachapi Unified,Tompkins Elementary,Tehachapi Unified_Tompkins Elementary,tested,FALSE,1
Wasco Union Elementary,Karl F. Clemens Elementary,Wasco Union Elementary_Karl F. Clemens Elementary,tested,FALSE,1
Kern County Superintendent of Schools,Karl F. Clemens State Preschool,Kern County Superintendent of Schools_Karl F. Clemens State Preschool,tested,FALSE,1
Wasco Union Elementary,John L. Prueitt Elementary,Wasco Union Elementary_John L. Prueitt Elementary,tested,FALSE,1
Wasco Union Elementary,Palm Avenue Elementary,Wasco Union Elementary_Palm Avenue Elementary,tested,FALSE,2
Wasco Union Elementary,Teresa Burke Elementary,Wasco Union Elementary_Teresa Burke Elementary,tested,FALSE,1
Wasco Union Elementary,Thomas Jefferson Middle,Wasco Union Elementary_Thomas Jefferson Middle,tested,FALSE,2
Wasco Union High,Wasco High,Wasco Union High_Wasco High,tested,FALSE,1
Wasco Union High,Wasco Independence High,Wasco Union High_Wasco Independence High,tested,FALSE,1
Maricopa Unified,Maricopa Elementary,Maricopa Unified_Maricopa Elementary,tested,FALSE,1
Maricopa Unified,Maricopa Middle,Maricopa Unified_Maricopa Middle,tested,FALSE,1
Maricopa Unified,Maricopa High,Maricopa Unified_Maricopa High,tested,FALSE,1
Taft City,Conley Elementary,Taft City_Conley Elementary,tested,FALSE,1
Taft City,Jefferson Elementary,Taft City_Jefferson Elementary,tested,FALSE,22
Taft City,Lincoln Junior High,Taft City_Lincoln Junior High,tested,FALSE,1
Taft City,Parkview Elementary,Taft City_Parkview Elementary,tested,FALSE,6
Taft City,Taft Primary,Taft City_Taft Primary,tested,FALSE,1
Midway Elementary,Midway Elementary,Midway Elementary_Midway Elementary,tested,FALSE,1
Muroc Joint Unified,West Boron Elementary,Muroc Joint Unified_West Boron Elementary,tested,FALSE,1
Fruitvale Elementary,Fruitvale Junior High,Fruitvale Elementary_Fruitvale Junior High,tested,FALSE,1
Rosedale Union Elementary,Rosedale Middle,Rosedale Union Elementary_Rosedale Middle,tested,FALSE,1
Rosedale Union Elementary,Centennial Elementary,Rosedale Union Elementary_Centennial Elementary,tested,FALSE,2
Rosedale Union Elementary,Almondale Elementary,Rosedale Union Elementary_Almondale Elementary,tested,FALSE,1
Rosedale Union Elementary,Patriot Elementary,Rosedale Union Elementary_Patriot Elementary,tested,FALSE,1
Rosedale Union Elementary,Rosedale-North Elementary,Rosedale Union Elementary_Rosedale-North Elementary,tested,FALSE,1
Rosedale Union Elementary,Freedom Middle,Rosedale Union Elementary_Freedom Middle,tested,FALSE,1
Kern High,Vista West Continuation High,Kern High_Vista West Continuation High,tested,FALSE,1
Kern High,Frontier High,Kern High_Frontier High,tested,FALSE,2
Kern High,Ridgeview High,Kern High_Ridgeview High,tested,FALSE,1
Kern High,Stockdale High,Kern High_Stockdale High,tested,FALSE,1
Kern High ,Centennial High School ,Kern High_Centennial High School,tested,FALSE,1
Norris Elementary,William B. Bimat Elementary,Norris Elementary_William B. Bimat Elementary,tested,FALSE,1
Lakeside Union,Donald E. Suburu,Lakeside Union_Donald E. Suburu,tested,FALSE,1
Panama-Buena Vista Union,O. J. Actis Junior High,Panama-Buena Vista Union_O. J. Actis Junior High,tested,FALSE,1
Panama-Buena Vista Union,Buena Vista Elementary,Panama-Buena Vista Union_Buena Vista Elementary,tested,FALSE,5
Panama-Buena Vista Union,Charles H. Castle Elementary,Panama-Buena Vista Union_Charles H. Castle Elementary,tested,FALSE,1
Panama-Buena Vista Union,Leo B. Hart Elementary,Panama-Buena Vista Union_Leo B. Hart Elementary,tested,FALSE,1
